split,sample_idx,rx_x,rx_y,path_length,delay_us,power_scaled,cluster
train,22,-107.9469985961914,-7.664529800415039,1,0.4108630120754242,-0.8920509815216064,16
train,23,-117.9469985961914,-80.66449737548828,1,0.4768659770488739,-0.8643460273742676,29
train,24,16.052900314331055,104.33499908447266,2,0.4125880002975464,-0.8964389562606812,16
train,25,31.052900314331055,-31.664499282836914,2,0.15112999081611633,-0.7645290493965149,18
train,26,-104.9469985961914,15.33549976348877,1,0.4327409863471985,-0.9080349802970886,0
train,27,49.05289840698242,57.33549880981445,1,0.3019919991493225,-0.8919860124588013,6
train,28,92.05290222167969,-20.664499282836914,1,0.31683799624443054,-0.8288300037384033,20
train,29,-88.94709777832031,-4.664529800415039,2,0.3554690182209015,-0.885342001914978,6
train,30,-30.947099685668945,131.3350067138672,1,0.7771440148353577,-1.1486799716949463,3
train,31,-112.9469985961914,13.33549976348877,1,0.4532359838485718,-0.9096289873123169,0
train,32,31.052900314331055,-26.664499282836914,1,0.13999499380588531,-0.7578819990158081,18
train,33,-90.94709777832031,125.33499908447266,1,1.2245700359344482,-1.0852100849151611,14
train,34,24.052900314331055,-12.66450023651123,2,0.09565810114145279,-0.7248020172119141,7
train,35,34.05289840698242,-45.66450119018555,2,0.19253499805927277,-0.7855619788169861,1
train,36,40.05289840698242,-119.66500091552734,1,0.42212098836898804,-0.8537529706954956,15
train,37,-105.9469985961914,15.33549976348877,1,0.4356589913368225,-0.908407986164093,0
train,38,28.052900314331055,-26.664499282836914,1,0.1326950043439865,-0.7532299757003784,18
train,39,12.052900314331055,60.33549880981445,6,0.29682597517967224,-0.8827020525932312,6
train,40,-34.94710159301758,66.33550262451172,1,0.6254940032958984,-1.208050012588501,13
train,41,-124.9469985961914,6.335470199584961,1,0.48016199469566345,-0.9094249606132507,0
train,42,15.052900314331055,160.3350067138672,1,0.5792709589004517,-0.9130919575691223,23
train,43,-21.947099685668945,-82.66449737548828,2,0.9143370389938354,-0.9987860321998596,22
train,44,35.05289840698242,33.33549880981445,8,0.16457799077033997,-0.7719339728355408,1
train,45,35.05289840698242,-112.66500091552734,2,0.39481499791145325,-0.8479429483413696,4
train,46,23.052900314331055,-68.66449737548828,2,0.24344898760318756,-0.8059430122375488,28
train,47,2.052949905395508,135.3350067138672,5,0.45269301533699036,-0.8598269820213318,29
train,48,33.05289840698242,116.33499908447266,3,0.40491801500320435,-0.8501380085945129,15
train,49,6.052949905395508,-22.664499282836914,1,0.08331190049648285,-0.7127990126609802,7
train,50,33.05289840698242,132.3350067138672,2,0.456371009349823,-0.8605290055274963,29
train,51,-38.94710159301758,63.33549880981445,1,0.6184059977531433,-1.2058199644088745,13
train,52,35.05289840698242,-46.66450119018555,2,0.19715899229049683,-0.7876229882240295,1
train,53,-86.94709777832031,-54.66450119018555,1,0.34308499097824097,-0.8357440233230591,20
train,54,95.05290222167969,-12.66450023651123,3,0.3220129907131195,-0.8302380442619324,20
train,55,-66.94709777832031,-41.66450119018555,2,0.26385602355003357,-0.8129350543022156,11
train,56,-77.94709777832031,-52.66450119018555,1,0.31439700722694397,-0.8281580209732056,20
train,57,15.052900314331055,-74.66449737548828,1,0.2557299733161926,-0.8102179765701294,11
train,58,46.05289840698242,-102.66500091552734,3,0.3767080008983612,-0.8438649773597717,4
train,59,16.052900314331055,145.3350067138672,1,0.53227698802948,-0.9081909656524658,23
train,60,20.052900314331055,-160.6649932861328,1,0.5409380197525024,-0.8752970099449158,10
train,61,2.052949905395508,150.3350067138672,2,0.5026490092277527,-0.8689199686050415,29
train,62,39.05289840698242,104.33499908447266,3,0.3732469975948334,-0.8430629968643188,4
train,63,30.052900314331055,81.33550262451172,3,0.2911500036716461,-0.8214859962463379,11
train,64,30.052900314331055,-144.6649932861328,3,0.4938350021839142,-0.8673829436302185,29
train,65,-80.94709777832031,-50.66450119018555,1,0.31912001967430115,-0.8294539451599121,20
train,66,6.052949905395508,147.3350067138672,2,0.49304497241973877,-0.8672440052032471,29
train,67,35.05289840698242,28.335500717163086,7,0.15377698838710785,-0.7660380005836487,18
train,68,23.052900314331055,95.33550262451172,4,0.32885298132896423,-0.8320629596710205,20
train,69,23.052900314331055,40.33549880981445,7,0.15813300013542175,-0.7684639692306519,1
train,70,-90.94709777832031,-50.66450119018555,1,0.34773701429367065,-0.8369140028953552,20
train,71,25.052900314331055,63.33549880981445,5,0.22947899997234344,-0.8008090257644653,28
train,72,37.05289840698242,129.3350067138672,1,0.45019400119781494,-0.8593460321426392,15
train,73,125.0530014038086,-20.664499282836914,2,0.42465800046920776,-0.8542730212211609,15
train,74,-6.947050094604492,139.3350067138672,1,0.6898450255393982,-1.0756300687789917,27
train,75,5.052949905395508,0.3354699909687042,2,0.033447399735450745,-0.633529007434845,12
train,76,-93.94709777832031,-1.6645300388336182,1,0.37471500039100647,-0.8903539776802063,16
train,77,13.052900314331055,-130.6649932861328,2,0.4389989972114563,-0.8571579456329346,15
train,78,-26.947099685668945,-16.664499282836914,6,0.10869999974966049,-0.7359039783477783,7
train,79,36.05289840698242,42.33549880981445,6,0.18834900856018066,-0.7836530208587646,1
train,80,0.05294619873166084,128.3350067138672,3,0.4293209910392761,-0.8552219867706299,15
train,81,3.052949905395508,121.33499908447266,4,0.4061660170555115,-0.8504049777984619,15
train,82,59.05289840698242,-10.66450023651123,1,0.20300200581550598,-0.7901600003242493,28
train,83,-0.9470540285110474,92.33550262451172,4,0.3095709979534149,-0.8268150091171265,20
train,84,22.052900314331055,143.3350067138672,3,0.48501402139663696,-0.8658170104026794,29
train,85,36.05289840698242,21.335500717163086,6,0.14340800046920776,-0.7599740028381348,18
train,86,30.052900314331055,20.335500717163086,5,0.125108003616333,-0.7481150031089783,18
train,87,123.0530014038086,-9.664529800415039,1,0.41363799571990967,-0.8519889712333679,15
train,88,119.0530014038086,-19.664499282836914,2,0.4044100046157837,-0.8500289916992188,15
train,89,-11.947099685668945,127.33499908447266,1,0.6772040128707886,-1.106950044631958,27
train,90,-0.9470540285110474,125.33499908447266,3,0.4193379878997803,-0.8531780242919922,15
train,91,-4.947050094604492,30.335500717163086,5,0.10643800348043442,-0.734076976776123,7
train,92,24.052900314331055,-144.6649932861328,2,0.4901280105113983,-0.8667289614677429,29
train,93,-28.947099685668945,49.33549880981445,2,0.5051959753036499,-1.109410047531128,9
train,94,-97.94709777832031,-56.66450119018555,3,0.37784600257873535,-0.8441269397735596,4
train,95,-112.9469985961914,-56.66450119018555,1,0.4217889904975891,-0.8536840081214905,15
train,96,47.05289840698242,-154.6649932861328,1,0.5402560234069824,-0.8751879930496216,10
train,97,-91.94709777832031,-47.66450119018555,3,0.34593501687049866,-0.8364620208740234,20
train,98,-86.94709777832031,-52.66450119018555,1,0.33958700299263,-0.8348529934883118,20
train,99,34.05289840698242,144.3350067138672,4,0.49598798155784607,-0.8677610158920288,29
train,100,-1.9470499753952026,158.3350067138672,3,0.529274046421051,-0.8734040260314941,10
train,101,12.052900314331055,62.33549880981445,6,0.3012949824333191,-0.8831530213356018,6
train,102,0.05294619873166084,145.3350067138672,3,0.4859360158443451,-0.8659819960594177,29
train,103,38.05289840698242,87.33550262451172,4,0.3196130096912384,-0.829587996006012,20
train,104,-120.9469985961914,-59.66450119018555,1,0.45008599758148193,-0.8593250513076782,15
train,105,11.052900314331055,-119.66500091552734,1,0.40190401673316956,-0.8494889736175537,15
train,106,-54.94710159301758,-14.66450023651123,2,0.1910409927368164,-0.784885048866272,1
train,107,-80.94709777832031,-47.66450119018555,1,0.3139379918575287,-0.8280310034751892,20
train,108,-41.94710159301758,-3.664530038833618,1,0.22375600039958954,-0.8618139624595642,24
train,109,37.05289840698242,158.3350067138672,1,0.5436809659004211,-0.8757370114326477,10
train,110,-122.9469985961914,34.33549880981445,2,0.5164840221405029,-0.9262000322341919,23
train,111,8.052949905395508,136.3350067138672,4,0.4567990005016327,-0.8606109619140625,29
train,112,12.052900314331055,-38.66450119018555,1,0.13816998898983002,-0.756742000579834,18
train,113,-91.94709777832031,-2.664530038833618,1,0.36728301644325256,-0.8885560035705566,16
train,114,-110.9469985961914,-38.66450119018555,2,0.3922320008277893,-0.8473729491233826,4
train,115,27.052900314331055,23.335500717163086,5,0.12324800342321396,-0.746813952922821,18
train,116,5.052949905395508,138.3350067138672,3,0.4629569947719574,-0.8617739677429199,29
train,117,52.05289840698242,-13.66450023651123,1,0.18254199624061584,-0.7809320092201233,1
train,118,-97.94709777832031,-38.66450119018555,1,0.3516850173473358,-0.8378939628601074,20
train,119,4.052949905395508,-77.66449737548828,1,0.4024910032749176,-0.9113510251045227,16
train,120,-17.947099685668945,-3.664530038833618,4,0.06662049889564514,-0.6933789849281311,17
train,121,-5.947050094604492,47.33549880981445,7,0.16175399720668793,-0.7704299688339233,1
train,122,-125.9469985961914,-0.6645299792289734,1,0.47512000799179077,-0.9051000475883484,0
train,123,33.05289840698242,-43.66450119018555,1,0.18528398871421814,-0.7822270393371582,1
train,124,-111.9469985961914,-38.66450119018555,2,0.3953759968280792,-0.848067045211792,4
train,125,21.052900314331055,160.3350067138672,2,0.5406000018119812,-0.8752430081367493,10
train,126,-55.94710159301758,-11.66450023651123,2,0.19196300208568573,-0.7853029370307922,1
train,127,23.052900314331055,-126.66500091552734,2,0.4305109977722168,-0.8554620146751404,15
train,128,0.05294619873166084,55.33549880981445,3,0.18696799874305725,-0.7830129861831665,1
train,129,-2.947050094604492,126.33499908447266,2,0.7127230167388916,-0.9756569862365723,25
train,130,-89.94709777832031,-56.66450119018555,1,0.3550719916820526,-0.8387270569801331,4
train,131,33.05289840698242,135.3350067138672,3,0.46606701612472534,-0.8623560070991516,29
train,132,-31.947099685668945,64.33550262451172,3,0.45788800716400146,-1.0993000268936157,9
train,133,35.05289840698242,157.3350067138672,1,0.5389400124549866,-0.8749759793281555,10
train,134,55.05289840698242,-8.664529800415039,1,0.18888600170612335,-0.7839000225067139,1
train,135,-1.9470499753952026,10.33549976348877,5,0.04513480141758919,-0.6595590114593506,12
train,136,40.05289840698242,-72.66449737548828,1,0.27855798602104187,-0.8176450133323669,11
train,137,30.052900314331055,-30.664499282836914,2,0.14649799466133118,-0.7618250250816345,18
train,138,-7.947050094604492,58.33549880981445,5,0.1985350102186203,-0.7882270216941833,1
train,139,45.05289840698242,-114.66500091552734,2,0.41220399737358093,-0.8516870141029358,15
train,140,-103.9469985961914,-60.66450119018555,1,0.4017990231513977,-0.8494660258293152,15
train,141,25.052900314331055,-52.66450119018555,3,0.19685900211334229,-0.7874910235404968,1
train,142,1.0529500246047974,156.3350067138672,2,0.5225979685783386,-0.8723010420799255,10
train,143,-104.9469985961914,-38.66450119018555,2,0.3734390139579773,-0.8431079983711243,4
train,144,50.05289840698242,-152.6649932861328,1,0.5369309782981873,-0.8746510148048401,10
train,145,44.05289840698242,-136.6649932861328,1,0.48005399107933044,-0.8649240136146545,29
train,146,32.05289840698242,-108.66500091552734,2,0.37916800379753113,-0.8444300293922424,4
train,147,-124.9469985961914,14.33549976348877,1,0.49071401357650757,-0.9146459698677063,0
train,148,14.052900314331055,-66.66449737548828,2,0.22910399734973907,-0.8006670475006104,28
train,149,40.05289840698242,131.3350067138672,1,0.45942699909210205,-0.8611090183258057,29
train,150,19.052900314331055,139.3350067138672,3,0.4703789949417114,-0.8631559610366821,29
train,151,18.052900314331055,38.33549880981445,3,0.32276299595832825,-0.9808499813079834,19
train,152,-35.94710159301758,-9.664529800415039,3,0.12658700346946716,-0.7491359710693359,18
train,153,3.052949905395508,-42.66450119018555,1,0.1454159915447235,-0.7611810564994812,18
train,154,-88.94709777832031,-65.66449737548828,1,0.6839579939842224,-0.973376989364624,25
train,155,-83.94709777832031,-16.664499282836914,2,0.28614500164985657,-0.8199790120124817,11
train,156,-100.9469985961914,-8.664529800415039,1,0.38775700330734253,-0.8878419995307922,16
train,157,-59.94710159301758,-23.664499282836914,1,0.2160930037498474,-0.7955889701843262,28
train,158,-61.94710159301758,-20.664499282836914,2,0.21891099214553833,-0.7967140078544617,28
train,159,-1.9470499753952026,-23.664499282836914,4,0.08394040167331696,-0.7134519815444946,7
train,160,40.05289840698242,-116.66500091552734,1,0.4126700162887573,-0.8517849445343018,15
train,161,12.052900314331055,71.33550262451172,3,0.350955992937088,-0.956695020198822,19
train,162,6.052949905395508,-28.664499282836914,1,0.10179999470710754,-0.7302079796791077,7
train,163,22.052900314331055,-8.664529800415039,2,0.08465979993343353,-0.7141929864883423,7
train,164,-78.94709777832031,-38.66450119018555,1,0.7201430201530457,-0.9811030030250549,25
train,165,21.052900314331055,-97.66449737548828,4,0.3345850110054016,-0.8335639834403992,20
train,166,0.05294619873166084,6.335470199584961,3,0.035485003143548965,-0.6386650204658508,12
train,167,7.052949905395508,43.33549880981445,5,0.29402098059654236,-0.8932479619979858,6
train,168,-87.94709777832031,-24.664499282836914,1,0.3052610158920288,-0.8255969882011414,20
train,169,-64.94709777832031,0.3354699909687042,1,0.29287800192832947,-0.8780460357666016,24
train,170,99.05290222167969,-17.664499282836914,1,0.3377010226249695,-0.834369957447052,20
train,171,20.052900314331055,-109.66500091552734,1,0.37305599451065063,-0.8430190086364746,4
train,172,-18.947099685668945,-7.664529800415039,3,0.07310120016336441,-0.7014420032501221,17
train,173,14.052900314331055,-58.66450119018555,2,0.20330899953842163,-0.7902910113334656,28
train,174,16.052900314331055,79.33550262451172,3,0.346219003200531,-0.8895559906959534,6
train,175,-116.9469985961914,0.3354699909687042,1,0.4480750262737274,-0.9020819664001465,0
train,176,-52.94710159301758,0.3354699909687042,1,0.2603680193424225,-0.8721839785575867,24
train,177,41.05289840698242,-10.66450023651123,1,0.14508400857448578,-0.7609819769859314,18
train,178,-17.947099685668945,-15.66450023651123,4,0.08371230214834213,-0.7132150530815125,7
train,179,-113.9469985961914,-10.66450023651123,2,0.4268600046634674,-0.8925909996032715,16
train,180,-90.94709777832031,6.335470199584961,1,0.3774870038032532,-0.8956189751625061,16
train,181,-115.9469985961914,37.33549880981445,2,0.502373993396759,-0.9259610176086426,23
train,182,38.05289840698242,128.3350067138672,1,0.4479359984397888,-0.858909010887146,15
train,183,-65.94709777832031,6.335470199584961,1,0.3068709969520569,-0.8846160173416138,6
train,184,37.05289840698242,120.33499908447266,2,0.42148202657699585,-0.8536210060119629,15
train,185,20.052900314331055,44.33549880981445,5,0.24265600740909576,-0.8698950409889221,24
train,186,15.052900314331055,151.3350067138672,1,0.5518310070037842,-0.9105570316314697,23
train,187,31.052900314331055,-7.664529800415039,3,0.11116399616003036,-0.7378510236740112,7
train,188,17.052900314331055,61.33549880981445,5,0.28698301315307617,-0.8773490190505981,24
train,189,-24.947099685668945,59.33549880981445,3,0.4040429890155792,-1.0098199844360352,19
train,190,-34.94710159301758,-11.66450023651123,3,0.12535199522972107,-0.7482849955558777,18
train,191,12.052900314331055,52.33549880981445,5,0.2798300087451935,-0.8812110424041748,24
train,192,39.05289840698242,-5.664529800415039,2,0.13546499609947205,-0.7550240159034729,18
train,193,36.05289840698242,-48.66450119018555,1,0.20442399382591248,-0.7907669544219971,28
train,194,36.05289840698242,130.3350067138672,2,0.45249101519584656,-0.8597880005836487,29
train,195,-89.94709777832031,-32.66450119018555,2,0.3197380006313324,-0.8296219706535339,20
train,196,34.05289840698242,-108.66500091552734,2,0.3811190128326416,-0.8448760509490967,4
train,197,12.052900314331055,47.33549880981445,6,0.270006000995636,-0.8805879950523376,24
train,198,-122.9469985961914,-64.66449737548828,1,0.4635870158672333,-0.8618919849395752,29
train,199,25.052900314331055,9.335470199584961,6,0.0943986028432846,-0.7236509919166565,7
train,200,5.052949905395508,-73.66449737548828,2,0.24789901077747345,-0.8075160384178162,28
train,201,8.052949905395508,-85.66449737548828,1,0.28841298818588257,-0.8206650018692017,11
train,202,-88.94709777832031,19.335500717163086,2,0.3943229913711548,-0.9050849676132202,16
train,203,-23.947099685668945,-81.66449737548828,2,0.9070109724998474,-0.9981220364570618,22
train,204,39.05289840698242,-57.66450119018555,1,0.23443399369716644,-0.8026649951934814,28
train,205,-86.94709777832031,-19.664499282836914,1,0.2979600131511688,-0.823494017124176,11
train,206,52.05289840698242,-2.664530038833618,1,1.1732399463653564,-1.0234700441360474,14
train,207,-74.94709777832031,-32.66450119018555,1,0.2734529972076416,-0.8160379528999329,11
train,208,48.05289840698242,-52.66450119018555,1,0.24000099301338196,-0.8047029972076416,28
train,209,-6.947050094604492,51.33549880981445,4,0.17521700263023376,-0.7773750424385071,1
train,210,12.052900314331055,-148.6649932861328,1,0.4983929693698883,-0.8681809902191162,29
train,211,36.05289840698242,55.33549880981445,8,0.22276900708675385,-0.7982319593429565,28
train,212,-9.947050094604492,8.335470199584961,3,0.05132969841361046,-0.6707299947738647,17
train,213,40.05289840698242,-126.66500091552734,2,0.4442709982395172,-0.8581950664520264,15
train,214,58.05289840698242,-8.664529800415039,1,0.1986760050058365,-0.7882890105247498,1
train,215,-55.94710159301758,-9.664529800415039,3,0.25004202127456665,-0.8618360161781311,24
train,216,-0.9470540285110474,120.33499908447266,4,0.4026950001716614,-0.8496600389480591,15
train,217,44.05289840698242,-4.664529800415039,2,0.15129700303077698,-0.7646250128746033,18
train,218,25.052900314331055,-9.664529800415039,3,0.09465789794921875,-0.7238889932632446,7
train,219,35.05289840698242,-94.66449737548828,2,0.33815398812294006,-0.8344860076904297,20
train,220,37.05289840698242,14.33549976348877,6,0.13637299835681915,-0.7556049823760986,18
train,221,-103.9469985961914,6.335470199584961,1,0.41608497500419617,-0.9010999798774719,16
train,222,-97.94709777832031,-17.664499282836914,2,0.3324680030345917,-0.8330129981040955,20
train,223,-6.947050094604492,65.33550262451172,2,0.22113700211048126,-0.7975929975509644,28
train,224,41.05289840698242,49.33549880981445,5,0.21667300164699554,-0.7958210110664368,28
train,225,-49.94710159301758,-14.66450023651123,2,0.17517100274562836,-0.777351975440979,1
train,226,48.05289840698242,-64.66449737548828,2,0.27067098021507263,-0.8151500225067139,11
train,227,28.052900314331055,-85.66449737548828,2,0.3022119998931885,-0.8247250318527222,20
train,228,42.05289840698242,-140.6649932861328,1,0.49078500270843506,-0.8668450117111206,29
train,229,-15.947099685668945,-12.66450023651123,3,0.07294529676437378,-0.7012569904327393,17
train,230,0.05294619873166084,35.33549880981445,3,0.12143000215291977,-0.7455229759216309,18
train,231,5.052949905395508,-18.664499282836914,2,0.07053709775209427,-0.6983410120010376,17
train,232,15.052900314331055,81.33550262451172,2,0.35342100262641907,-0.8910430073738098,6
train,233,10.052900314331055,-3.664530038833618,2,0.04616289958357811,-0.6615149974822998,12
train,234,16.052900314331055,22.335500717163086,5,0.2392679899930954,-0.8824970126152039,24
train,235,29.052900314331055,-35.66450119018555,2,0.15647700428962708,-0.7675489783287048,1
train,236,8.052949905395508,-104.66500091552734,1,0.35131698846817017,-0.8378029465675354,20
train,237,88.05290222167969,-12.66450023651123,2,0.2989709973335266,-0.8237879872322083,11
train,238,37.05289840698242,147.3350067138672,2,0.508076012134552,-0.8698529601097107,10
train,239,34.05289840698242,-64.66449737548828,1,0.24574001133441925,-0.8067559599876404,28
train,240,23.052900314331055,16.335500717163086,6,0.0991825982928276,-0.7279450297355652,7
train,241,-104.9469985961914,-64.66449737548828,1,0.4115090072154999,-0.8515409827232361,15
train,242,-120.9469985961914,-35.66450119018555,1,0.4208679795265198,-0.8534940481185913,15
train,243,14.052900314331055,79.33550262451172,2,0.35063499212265015,-0.8914459943771362,6
train,244,9.052949905395508,-85.66449737548828,1,0.2887530028820038,-0.8207669854164124,11
train,245,30.052900314331055,-70.66449737548828,2,0.25796300172805786,-0.8109729886054993,11
train,246,27.052900314331055,26.335500717163086,5,0.1298159956932068,-0.7513239979743958,18
train,247,4.052949905395508,-36.66450119018555,1,0.12624400854110718,-0.7488999962806702,18
train,248,13.052900314331055,59.33549880981445,6,0.292136013507843,-0.8813700079917908,24
train,249,46.05289840698242,-157.6649932861328,2,0.548874020576477,-0.8765619397163391,10
train,250,-84.94709777832031,18.335500717163086,2,0.3814859986305237,-0.9028589725494385,16
train,251,-6.947050094604492,69.33550262451172,3,0.23431499302387238,-0.8026210069656372,28
train,252,3.052949905395508,117.33499908447266,4,0.39285799860954285,-0.8475109934806824,4
train,253,43.05289840698242,-64.66449737548828,1,0.2610819935798645,-0.8120169639587402,11
train,254,-101.9469985961914,25.335500717163086,2,0.44139400124549866,-0.9139320254325867,0
train,255,-38.94710159301758,-76.66449737548828,1,0.8543429970741272,-0.9929940104484558,5
train,256,-65.94709777832031,-72.66449737548828,1,0.7641119956970215,-0.9829679727554321,25
train,257,-36.94710159301758,-9.664529800415039,3,0.12973099946975708,-0.7512680292129517,18
train,258,-110.9469985961914,28.335500717163086,2,0.471998006105423,-0.918844997882843,0
train,259,7.052949905395508,-41.66450119018555,1,0.14380499720573425,-0.7602140307426453,18
train,260,-37.94710159301758,-14.66450023651123,3,0.1378680020570755,-0.7565509676933289,18
train,261,-0.9470540285110474,12.33549976348877,3,0.0501738004386425,-0.6687519550323486,12
train,262,-95.94709777832031,-29.664499282836914,1,0.33546799421310425,-0.833793044090271,20
train,263,-31.947099685668945,59.33549880981445,2,0.4742090106010437,-1.1026400327682495,9
train,264,-66.94709777832031,-44.66450119018555,2,0.2692590057849884,-0.8146959543228149,11
train,265,-98.94709777832031,35.33549880981445,2,0.45256999135017395,-0.9198729991912842,0
train,266,34.05289840698242,-20.664499282836914,2,0.1365090012550354,-0.7556909918785095,18
train,267,8.052949905395508,-58.66450119018555,1,0.1995609998703003,-0.7886750102043152,28
train,268,-41.94710159301758,50.33549880981445,1,0.5785509943962097,-1.1980799436569214,13
train,269,-0.9470540285110474,-85.66449737548828,1,0.9844980239868164,-1.0054199695587158,22
train,270,23.052900314331055,22.335500717163086,6,0.11147599667310715,-0.7380950450897217,7
train,271,41.05289840698242,-51.66450119018555,1,0.22238899767398834,-0.7980829477310181,28
train,272,-77.94709777832031,-11.66450023651123,2,0.2636759877204895,-0.8128759860992432,11
train,273,-121.9469985961914,-20.664499282836914,1,0.41284099221229553,-0.8518219590187073,15
train,274,-0.9470540285110474,-5.664529800415039,4,0.0340736024081707,-0.6351400017738342,12
train,275,44.05289840698242,-92.66449737548828,2,0.34373700618743896,-0.8359089493751526,20
train,276,-36.94710159301758,125.33499908447266,1,0.8053359985351562,-1.1514899730682373,3
train,277,-22.947099685668945,69.33550262451172,3,0.43540501594543457,-1.017009973526001,19
train,278,25.052900314331055,-45.66450119018555,2,0.17634600400924683,-0.7779319882392883,1
train,279,-47.94710159301758,-15.66450023651123,3,0.16986000537872314,-0.7746779918670654,1
train,280,-38.94710159301758,-6.664529800415039,2,0.20976099371910095,-0.8559979796409607,24
train,281,48.05289840698242,145.3350067138672,2,0.5119619965553284,-0.870514988899231,10
train,282,-109.9469985961914,-10.66450023651123,2,0.4141179919242859,-0.8906539678573608,16
train,283,-71.94709777832031,-39.66450119018555,2,0.27480199933052063,-0.8164659738540649,11
train,284,16.052900314331055,0.3354699909687042,2,0.061351001262664795,-0.6862210035324097,17
train,285,22.052900314331055,139.3350067138672,3,0.47185301780700684,-0.8634279370307922,29
train,286,10.052900314331055,-141.6649932861328,2,0.4746289849281311,-0.8639370203018188,29
train,287,-10.947099685668945,60.33549880981445,4,0.2065799981355667,-0.7916780114173889,28
train,288,-31.947099685668945,-4.664529800415039,3,0.1975329965353012,-0.8559970259666443,24
train,289,-21.947099685668945,54.33549880981445,6,0.2935350239276886,-0.9016690254211426,6
train,290,-109.9469985961914,-20.664499282836914,1,0.373526006937027,-0.843127965927124,4
train,291,-94.94709777832031,-7.664529800415039,1,0.3701629936695099,-0.8856990337371826,16
train,292,12.052900314331055,76.33550262451172,2,0.3478659987449646,-0.8925599455833435,6
train,293,13.052900314331055,76.33550262451172,4,0.3455680012702942,-0.8916170001029968,6
train,294,-9.947050094604492,-19.664499282836914,4,0.07833369821310043,-0.7074469923973083,17
train,295,5.052949905395508,133.3350067138672,4,0.44631901383399963,-0.8585949540138245,15
train,296,24.052900314331055,-49.66450119018555,2,0.18651199340820312,-0.7828009724617004,1
train,297,-4.947050094604492,-7.664529800415039,3,0.04118480160832405,-0.6516039967536926,12
train,298,27.052900314331055,0.3354699909687042,2,0.09541229903697968,-0.7245790362358093,7
train,299,-33.94710159301758,133.3350067138672,1,0.7805989980697632,-1.150439977645874,3
train,300,40.05289840698242,-88.66449737548828,1,0.32606199383735657,-0.8313230276107788,20
train,301,12.052900314331055,59.33549880981445,6,0.2946229875087738,-0.8824870586395264,6
train,302,30.052900314331055,-84.66449737548828,2,0.3012329936027527,-0.824442982673645,20
train,303,-64.94709777832031,-24.664499282836914,2,0.23271900415420532,-0.8020269870758057,28
train,304,0.05294619873166084,97.33550262451172,3,0.32617998123168945,-0.8313539624214172,20
train,305,32.05289840698242,147.3350067138672,3,0.5042489767074585,-0.8691959977149963,29
train,306,-117.9469985961914,18.335500717163086,1,0.4756300151348114,-0.9147540330886841,0
train,307,20.052900314331055,-161.6649932861328,1,0.5442439913749695,-0.8758260607719421,10
train,308,-29.947099685668945,-29.664499282836914,3,0.14279700815677643,-0.759602963924408,18
train,309,25.052900314331055,-50.66450119018555,3,0.19093100726604462,-0.7848349809646606,1
train,310,-70.94709777832031,6.335470199584961,2,0.32050299644470215,-0.8868139386177063,6
train,311,30.052900314331055,135.3350067138672,2,0.4637819826602936,-0.8619289994239807,29
train,312,7.052949905395508,41.33549880981445,6,0.290912002325058,-0.893218994140625,6
train,313,-117.9469985961914,31.335500717163086,2,0.49706101417541504,-0.9229049682617188,23
train,314,-29.947099685668945,-17.664499282836914,4,0.11866199970245361,-0.743520975112915,18
train,315,-21.947099685668945,53.33549880981445,5,0.2967759966850281,-0.9026570320129395,6
train,316,-15.947099685668945,-25.664499282836914,4,0.10418500006198883,-0.7322189807891846,7
